IO, 06, 2006102706,   , BEST,   0,  74N,  781E,  15, 1006, DB,   0,    ,    0,    0,    0,    0, 
IO, 06, 2006102712,   , BEST,   0,  86N,  784E,  15, 1006, DB,   0,    ,    0,    0,    0,    0, 
IO, 06, 2006102718,   , BEST,   0,  95N,  791E,  15, 1006, DB,   0,    ,    0,    0,    0,    0, 
IO, 06, 2006102800,   , BEST,   0, 103N,  797E,  15, 1006, DB,   0,    ,    0,    0,    0,    0, 
IO, 06, 2006102806,   , BEST,   0, 112N,  799E,  20, 1004, DB,   0,    ,    0,    0,    0,    0, 
IO, 06, 2006102812,   , BEST,   0, 122N,  802E,  20, 1004, DB,   0,    ,    0,    0,    0,    0, 
IO, 06, 2006102818,   , BEST,   0, 131N,  804E,  25, 1002, DB,   0,    ,    0,    0,    0,    0, 
IO, 06, 2006102900,   , BEST,   0, 142N,  805E,  30, 1000, DB,   0,    ,    0,    0,    0,    0, 
IO, 06, 2006102906,   , BEST,   0, 148N,  805E,  40,  994, TC,  34, NEQ,   60,   60,   45,   45, 
IO, 06, 2006102912,   , BEST,   0, 152N,  805E,  50,  987, TC,  34, NEQ,   60,   60,   45,   45, 
IO, 06, 2006102918,   , BEST,   0, 155N,  804E,  55,  984, TC,  34, NEQ,   60,   60,   45,   45, 
IO, 06, 2006102918,   , BEST,   0, 155N,  804E,  55,  984, TC,  50, NEQ,   25,   25,   20,   20, 
IO, 06, 2006103000,   , BEST,   0, 157N,  803E,  50,  987, TC,  34, NEQ,   55,   60,   35,   35, 
IO, 06, 2006103000,   , BEST,   0, 157N,  803E,  50,  987, TC,  50, NEQ,   20,   25,   15,   15, 
IO, 06, 2006103006,   , BEST,   0, 159N,  801E,  40,  994, TC,  34, NEQ,   55,   60,   35,   35, 
IO, 06, 2006103012,   , BEST,   0, 160N,  799E,  30, 1000, DB,   0,    ,    0,    0,    0,    0, 
